student_id,name,total_attempts,correct_answers,accuracy,topic_accuracy,preferred_topic,last_difficulty,next_suggested_difficulty
141,Student_141,83,48,0.58,"{'Java Basics': 0.89, 'Java OOP': 0.81, 'Java Multithreading': 0.77, 'Java Exceptions': 0.33, 'Java Collections': 0.32}",Java Exceptions,easy,medium
142,Student_142,66,40,0.61,"{'Java Basics': 0.8, 'Java OOP': 0.54, 'Java Multithreading': 0.21, 'Java Exceptions': 0.77, 'Java Collections': 0.73}",Java Multithreading,easy,medium
143,Student_143,69,20,0.29,"{'Java Basics': 0.28, 'Java OOP': 0.65, 'Java Multithreading': 0.26, 'Java Exceptions': 0.8, 'Java Collections': 0.56}",Java Multithreading,easy,easy
144,Student_144,71,55,0.77,"{'Java Basics': 0.59, 'Java OOP': 0.7, 'Java Multithreading': 0.65, 'Java Exceptions': 0.76, 'Java Collections': 0.68}",Java Basics,medium,hard
145,Student_145,81,11,0.14,"{'Java Basics': 0.47, 'Java OOP': 0.77, 'Java Multithreading': 0.22, 'Java Exceptions': 0.38, 'Java Collections': 0.26}",Java Exceptions,easy,easy
146,Student_146,35,7,0.2,"{'Java Basics': 0.37, 'Java OOP': 0.72, 'Java Multithreading': 0.22, 'Java Exceptions': 0.26, 'Java Collections': 0.54}",Java Multithreading,easy,easy
147,Student_147,95,73,0.77,"{'Java Basics': 0.25, 'Java OOP': 0.33, 'Java Multithreading': 0.4, 'Java Exceptions': 0.75, 'Java Collections': 0.54}",Java Collections,medium,hard
148,Student_148,76,43,0.57,"{'Java Basics': 0.26, 'Java OOP': 0.78, 'Java Multithreading': 0.73, 'Java Exceptions': 0.81, 'Java Collections': 0.64}",Java OOP,easy,medium
149,Student_149,60,7,0.12,"{'Java Basics': 0.29, 'Java OOP': 0.68, 'Java Multithreading': 0.72, 'Java Exceptions': 0.67, 'Java Collections': 0.65}",Java Collections,easy,easy
150,Student_150,66,59,0.89,"{'Java Basics': 0.39, 'Java OOP': 0.43, 'Java Multithreading': 0.35, 'Java Exceptions': 0.75, 'Java Collections': 0.51}",Java Multithreading,medium,hard
151,Student_151,41,6,0.15,"{'Java Basics': 0.34, 'Java OOP': 0.4, 'Java Multithreading': 0.52, 'Java Exceptions': 0.33, 'Java Collections': 0.72}",Java OOP,easy,easy
152,Student_152,78,15,0.19,"{'Java Basics': 0.42, 'Java OOP': 0.53, 'Java Multithreading': 0.46, 'Java Exceptions': 0.42, 'Java Collections': 0.28}",Java Multithreading,easy,easy
153,Student_153,75,66,0.88,"{'Java Basics': 0.76, 'Java OOP': 0.27, 'Java Multithreading': 0.45, 'Java Exceptions': 0.5, 'Java Collections': 0.55}",Java Collections,medium,hard
154,Student_154,80,34,0.42,"{'Java Basics': 0.44, 'Java OOP': 0.62, 'Java Multithreading': 0.26, 'Java Exceptions': 0.55, 'Java Collections': 0.25}",Java Basics,easy,medium
155,Student_155,76,70,0.92,"{'Java Basics': 0.68, 'Java OOP': 0.22, 'Java Multithreading': 0.39, 'Java Exceptions': 0.34, 'Java Collections': 0.53}",Java Multithreading,medium,hard
156,Student_156,99,89,0.9,"{'Java Basics': 0.33, 'Java OOP': 0.24, 'Java Multithreading': 0.6, 'Java Exceptions': 0.48, 'Java Collections': 0.9}",Java Exceptions,medium,hard
157,Student_157,63,45,0.71,"{'Java Basics': 0.34, 'Java OOP': 0.37, 'Java Multithreading': 0.69, 'Java Exceptions': 0.52, 'Java Collections': 0.59}",Java OOP,medium,hard
158,Student_158,51,15,0.29,"{'Java Basics': 0.37, 'Java OOP': 0.22, 'Java Multithreading': 0.47, 'Java Exceptions': 0.5, 'Java Collections': 0.4}",Java OOP,easy,easy
159,Student_159,28,11,0.39,"{'Java Basics': 0.75, 'Java OOP': 0.34, 'Java Multithreading': 0.88, 'Java Exceptions': 0.21, 'Java Collections': 0.79}",Java Collections,easy,easy
160,Student_160,84,18,0.21,"{'Java Basics': 0.36, 'Java OOP': 0.3, 'Java Multithreading': 0.27, 'Java Exceptions': 0.37, 'Java Collections': 0.66}",Java Exceptions,easy,easy
161,Student_161,81,30,0.37,"{'Java Basics': 0.75, 'Java OOP': 0.46, 'Java Multithreading': 0.66, 'Java Exceptions': 0.71, 'Java Collections': 0.55}",Java Collections,easy,easy
162,Student_162,46,24,0.52,"{'Java Basics': 0.71, 'Java OOP': 0.62, 'Java Multithreading': 0.74, 'Java Exceptions': 0.79, 'Java Collections': 0.81}",Java Collections,easy,medium
163,Student_163,80,44,0.55,"{'Java Basics': 0.39, 'Java OOP': 0.36, 'Java Multithreading': 0.83, 'Java Exceptions': 0.67, 'Java Collections': 0.77}",Java Exceptions,easy,medium
164,Student_164,43,9,0.21,"{'Java Basics': 0.66, 'Java OOP': 0.75, 'Java Multithreading': 0.66, 'Java Exceptions': 0.45, 'Java Collections': 0.87}",Java Multithreading,easy,easy
165,Student_165,79,62,0.78,"{'Java Basics': 0.21, 'Java OOP': 0.41, 'Java Multithreading': 0.84, 'Java Exceptions': 0.54, 'Java Collections': 0.42}",Java Exceptions,medium,hard
166,Student_166,31,9,0.29,"{'Java Basics': 0.21, 'Java OOP': 0.38, 'Java Multithreading': 0.64, 'Java Exceptions': 0.77, 'Java Collections': 0.58}",Java Exceptions,easy,easy
167,Student_167,30,13,0.43,"{'Java Basics': 0.39, 'Java OOP': 0.34, 'Java Multithreading': 0.49, 'Java Exceptions': 0.86, 'Java Collections': 0.82}",Java Exceptions,easy,medium
168,Student_168,33,13,0.39,"{'Java Basics': 0.84, 'Java OOP': 0.53, 'Java Multithreading': 0.55, 'Java Exceptions': 0.87, 'Java Collections': 0.61}",Java Multithreading,easy,easy
169,Student_169,38,11,0.29,"{'Java Basics': 0.31, 'Java OOP': 0.48, 'Java Multithreading': 0.51, 'Java Exceptions': 0.5, 'Java Collections': 0.88}",Java Exceptions,easy,easy
170,Student_170,25,5,0.2,"{'Java Basics': 0.78, 'Java OOP': 0.54, 'Java Multithreading': 0.26, 'Java Exceptions': 0.79, 'Java Collections': 0.32}",Java OOP,easy,easy
171,Student_171,40,28,0.7,"{'Java Basics': 0.43, 'Java OOP': 0.37, 'Java Multithreading': 0.61, 'Java Exceptions': 0.57, 'Java Collections': 0.23}",Java Exceptions,easy,medium
172,Student_172,33,14,0.42,"{'Java Basics': 0.77, 'Java OOP': 0.25, 'Java Multithreading': 0.88, 'Java Exceptions': 0.88, 'Java Collections': 0.66}",Java OOP,easy,medium
173,Student_173,35,26,0.74,"{'Java Basics': 0.39, 'Java OOP': 0.64, 'Java Multithreading': 0.79, 'Java Exceptions': 0.87, 'Java Collections': 0.44}",Java Basics,medium,hard
174,Student_174,96,63,0.66,"{'Java Basics': 0.28, 'Java OOP': 0.88, 'Java Multithreading': 0.88, 'Java Exceptions': 0.27, 'Java Collections': 0.62}",Java Multithreading,easy,medium
175,Student_175,71,25,0.35,"{'Java Basics': 0.45, 'Java OOP': 0.35, 'Java Multithreading': 0.74, 'Java Exceptions': 0.49, 'Java Collections': 0.79}",Java Exceptions,easy,easy
176,Student_176,46,42,0.91,"{'Java Basics': 0.28, 'Java OOP': 0.58, 'Java Multithreading': 0.55, 'Java Exceptions': 0.62, 'Java Collections': 0.31}",Java Collections,medium,hard
177,Student_177,44,17,0.39,"{'Java Basics': 0.42, 'Java OOP': 0.56, 'Java Multithreading': 0.49, 'Java Exceptions': 0.57, 'Java Collections': 0.81}",Java Collections,easy,easy
178,Student_178,79,59,0.75,"{'Java Basics': 0.2, 'Java OOP': 0.53, 'Java Multithreading': 0.71, 'Java Exceptions': 0.46, 'Java Collections': 0.43}",Java Collections,medium,hard
179,Student_179,20,15,0.75,"{'Java Basics': 0.37, 'Java OOP': 0.76, 'Java Multithreading': 0.7, 'Java Exceptions': 0.62, 'Java Collections': 0.64}",Java Multithreading,medium,hard
180,Student_180,81,16,0.2,"{'Java Basics': 0.73, 'Java OOP': 0.65, 'Java Multithreading': 0.47, 'Java Exceptions': 0.24, 'Java Collections': 0.35}",Java Collections,easy,easy
181,Student_181,73,15,0.21,"{'Java Basics': 0.66, 'Java OOP': 0.51, 'Java Multithreading': 0.4, 'Java Exceptions': 0.74, 'Java Collections': 0.65}",Java Collections,easy,easy
182,Student_182,70,32,0.46,"{'Java Basics': 0.7, 'Java OOP': 0.21, 'Java Multithreading': 0.49, 'Java Exceptions': 0.85, 'Java Collections': 0.28}",Java Basics,easy,medium
183,Student_183,63,28,0.44,"{'Java Basics': 0.6, 'Java OOP': 0.58, 'Java Multithreading': 0.54, 'Java Exceptions': 0.7, 'Java Collections': 0.86}",Java Exceptions,easy,medium
184,Student_184,70,20,0.29,"{'Java Basics': 0.78, 'Java OOP': 0.51, 'Java Multithreading': 0.85, 'Java Exceptions': 0.47, 'Java Collections': 0.68}",Java Basics,easy,easy
185,Student_185,66,62,0.94,"{'Java Basics': 0.76, 'Java OOP': 0.63, 'Java Multithreading': 0.6, 'Java Exceptions': 0.46, 'Java Collections': 0.5}",Java Collections,medium,hard
186,Student_186,44,27,0.61,"{'Java Basics': 0.45, 'Java OOP': 0.61, 'Java Multithreading': 0.89, 'Java Exceptions': 0.9, 'Java Collections': 0.62}",Java Exceptions,easy,medium
187,Student_187,22,20,0.91,"{'Java Basics': 0.5, 'Java OOP': 0.57, 'Java Multithreading': 0.58, 'Java Exceptions': 0.52, 'Java Collections': 0.23}",Java Basics,medium,hard
188,Student_188,53,33,0.62,"{'Java Basics': 0.87, 'Java OOP': 0.21, 'Java Multithreading': 0.42, 'Java Exceptions': 0.37, 'Java Collections': 0.76}",Java OOP,easy,medium
189,Student_189,54,35,0.65,"{'Java Basics': 0.63, 'Java OOP': 0.26, 'Java Multithreading': 0.44, 'Java Exceptions': 0.36, 'Java Collections': 0.37}",Java Multithreading,easy,medium
190,Student_190,72,41,0.57,"{'Java Basics': 0.62, 'Java OOP': 0.68, 'Java Multithreading': 0.67, 'Java Exceptions': 0.47, 'Java Collections': 0.45}",Java Basics,easy,medium
191,Student_191,29,22,0.76,"{'Java Basics': 0.71, 'Java OOP': 0.28, 'Java Multithreading': 0.45, 'Java Exceptions': 0.38, 'Java Collections': 0.41}",Java Multithreading,medium,hard
192,Student_192,29,18,0.62,"{'Java Basics': 0.88, 'Java OOP': 0.59, 'Java Multithreading': 0.41, 'Java Exceptions': 0.78, 'Java Collections': 0.84}",Java Exceptions,easy,medium
193,Student_193,42,26,0.62,"{'Java Basics': 0.67, 'Java OOP': 0.87, 'Java Multithreading': 0.3, 'Java Exceptions': 0.39, 'Java Collections': 0.46}",Java Basics,easy,medium
194,Student_194,92,26,0.28,"{'Java Basics': 0.49, 'Java OOP': 0.36, 'Java Multithreading': 0.87, 'Java Exceptions': 0.56, 'Java Collections': 0.45}",Java Exceptions,easy,easy
195,Student_195,34,26,0.76,"{'Java Basics': 0.88, 'Java OOP': 0.56, 'Java Multithreading': 0.24, 'Java Exceptions': 0.34, 'Java Collections': 0.32}",Java Exceptions,medium,hard
196,Student_196,87,38,0.44,"{'Java Basics': 0.26, 'Java OOP': 0.85, 'Java Multithreading': 0.3, 'Java Exceptions': 0.89, 'Java Collections': 0.3}",Java Multithreading,easy,medium
197,Student_197,60,25,0.42,"{'Java Basics': 0.26, 'Java OOP': 0.83, 'Java Multithreading': 0.31, 'Java Exceptions': 0.36, 'Java Collections': 0.36}",Java Collections,easy,medium
198,Student_198,88,74,0.84,"{'Java Basics': 0.43, 'Java OOP': 0.81, 'Java Multithreading': 0.23, 'Java Exceptions': 0.54, 'Java Collections': 0.21}",Java Multithreading,medium,hard
199,Student_199,22,11,0.5,"{'Java Basics': 0.35, 'Java OOP': 0.76, 'Java Multithreading': 0.51, 'Java Exceptions': 0.84, 'Java Collections': 0.34}",Java Collections,easy,medium
200,Student_200,33,18,0.55,"{'Java Basics': 0.61, 'Java OOP': 0.72, 'Java Multithreading': 0.26, 'Java Exceptions': 0.9, 'Java Collections': 0.32}",Java Basics,easy,medium
201,Student_201,75,22,0.29,"{'Java Basics': 0.55, 'Java OOP': 0.6, 'Java Multithreading': 0.69, 'Java Exceptions': 0.7, 'Java Collections': 0.59}",Java Collections,easy,easy
202,Student_202,32,23,0.72,"{'Java Basics': 0.33, 'Java OOP': 0.82, 'Java Multithreading': 0.82, 'Java Exceptions': 0.68, 'Java Collections': 0.26}",Java Collections,medium,hard
203,Student_203,25,7,0.28,"{'Java Basics': 0.78, 'Java OOP': 0.56, 'Java Multithreading': 0.39, 'Java Exceptions': 0.68, 'Java Collections': 0.89}",Java Exceptions,easy,easy
204,Student_204,46,21,0.46,"{'Java Basics': 0.34, 'Java OOP': 0.34, 'Java Multithreading': 0.25, 'Java Exceptions': 0.41, 'Java Collections': 0.67}",Java Exceptions,easy,medium
205,Student_205,39,19,0.49,"{'Java Basics': 0.25, 'Java OOP': 0.49, 'Java Multithreading': 0.22, 'Java Exceptions': 0.6, 'Java Collections': 0.32}",Java Collections,easy,medium
206,Student_206,76,9,0.12,"{'Java Basics': 0.68, 'Java OOP': 0.57, 'Java Multithreading': 0.67, 'Java Exceptions': 0.68, 'Java Collections': 0.89}",Java Collections,easy,easy
207,Student_207,64,14,0.22,"{'Java Basics': 0.56, 'Java OOP': 0.43, 'Java Multithreading': 0.55, 'Java Exceptions': 0.75, 'Java Collections': 0.58}",Java Multithreading,easy,easy
208,Student_208,24,5,0.21,"{'Java Basics': 0.76, 'Java OOP': 0.37, 'Java Multithreading': 0.79, 'Java Exceptions': 0.69, 'Java Collections': 0.72}",Java Basics,easy,easy
209,Student_209,88,53,0.6,"{'Java Basics': 0.72, 'Java OOP': 0.83, 'Java Multithreading': 0.88, 'Java Exceptions': 0.75, 'Java Collections': 0.73}",Java Basics,easy,medium
210,Student_210,61,38,0.62,"{'Java Basics': 0.41, 'Java OOP': 0.31, 'Java Multithreading': 0.38, 'Java Exceptions': 0.71, 'Java Collections': 0.23}",Java OOP,easy,medium
211,Student_211,53,25,0.47,"{'Java Basics': 0.33, 'Java OOP': 0.4, 'Java Multithreading': 0.85, 'Java Exceptions': 0.71, 'Java Collections': 0.49}",Java Exceptions,easy,medium
212,Student_212,23,12,0.52,"{'Java Basics': 0.87, 'Java OOP': 0.25, 'Java Multithreading': 0.34, 'Java Exceptions': 0.6, 'Java Collections': 0.58}",Java Exceptions,easy,medium
213,Student_213,43,29,0.67,"{'Java Basics': 0.87, 'Java OOP': 0.49, 'Java Multithreading': 0.72, 'Java Exceptions': 0.51, 'Java Collections': 0.79}",Java Multithreading,easy,medium
214,Student_214,35,18,0.51,"{'Java Basics': 0.31, 'Java OOP': 0.6, 'Java Multithreading': 0.2, 'Java Exceptions': 0.42, 'Java Collections': 0.39}",Java Collections,easy,medium
215,Student_215,65,51,0.78,"{'Java Basics': 0.47, 'Java OOP': 0.47, 'Java Multithreading': 0.67, 'Java Exceptions': 0.81, 'Java Collections': 0.82}",Java Exceptions,medium,hard
216,Student_216,37,34,0.92,"{'Java Basics': 0.67, 'Java OOP': 0.39, 'Java Multithreading': 0.79, 'Java Exceptions': 0.76, 'Java Collections': 0.73}",Java Exceptions,medium,hard
217,Student_217,93,58,0.62,"{'Java Basics': 0.38, 'Java OOP': 0.57, 'Java Multithreading': 0.26, 'Java Exceptions': 0.56, 'Java Collections': 0.76}",Java Collections,easy,medium
218,Student_218,91,20,0.22,"{'Java Basics': 0.41, 'Java OOP': 0.9, 'Java Multithreading': 0.81, 'Java Exceptions': 0.73, 'Java Collections': 0.89}",Java Basics,easy,easy
219,Student_219,37,37,1.0,"{'Java Basics': 0.33, 'Java OOP': 0.76, 'Java Multithreading': 0.8, 'Java Exceptions': 0.55, 'Java Collections': 0.77}",Java Multithreading,medium,hard
220,Student_220,79,19,0.24,"{'Java Basics': 0.64, 'Java OOP': 0.26, 'Java Multithreading': 0.68, 'Java Exceptions': 0.41, 'Java Collections': 0.31}",Java Multithreading,easy,easy
221,Student_221,53,28,0.53,"{'Java Basics': 0.87, 'Java OOP': 0.81, 'Java Multithreading': 0.2, 'Java Exceptions': 0.59, 'Java Collections': 0.31}",Java Basics,easy,medium
222,Student_222,57,48,0.84,"{'Java Basics': 0.63, 'Java OOP': 0.9, 'Java Multithreading': 0.39, 'Java Exceptions': 0.59, 'Java Collections': 0.43}",Java Exceptions,medium,hard
223,Student_223,22,6,0.27,"{'Java Basics': 0.37, 'Java OOP': 0.58, 'Java Multithreading': 0.89, 'Java Exceptions': 0.87, 'Java Collections': 0.6}",Java Multithreading,easy,easy
224,Student_224,29,22,0.76,"{'Java Basics': 0.66, 'Java OOP': 0.26, 'Java Multithreading': 0.81, 'Java Exceptions': 0.38, 'Java Collections': 0.64}",Java Multithreading,medium,hard
225,Student_225,46,33,0.72,"{'Java Basics': 0.34, 'Java OOP': 0.21, 'Java Multithreading': 0.32, 'Java Exceptions': 0.75, 'Java Collections': 0.69}",Java Multithreading,medium,hard
226,Student_226,32,15,0.47,"{'Java Basics': 0.4, 'Java OOP': 0.38, 'Java Multithreading': 0.49, 'Java Exceptions': 0.81, 'Java Collections': 0.22}",Java Collections,easy,medium
227,Student_227,81,50,0.62,"{'Java Basics': 0.42, 'Java OOP': 0.68, 'Java Multithreading': 0.6, 'Java Exceptions': 0.28, 'Java Collections': 0.25}",Java Basics,easy,medium
228,Student_228,37,11,0.3,"{'Java Basics': 0.35, 'Java OOP': 0.3, 'Java Multithreading': 0.26, 'Java Exceptions': 0.21, 'Java Collections': 0.81}",Java Basics,easy,easy
229,Student_229,87,71,0.82,"{'Java Basics': 0.54, 'Java OOP': 0.45, 'Java Multithreading': 0.41, 'Java Exceptions': 0.39, 'Java Collections': 0.59}",Java Collections,medium,hard
230,Student_230,63,61,0.97,"{'Java Basics': 0.32, 'Java OOP': 0.38, 'Java Multithreading': 0.38, 'Java Exceptions': 0.36, 'Java Collections': 0.86}",Java Exceptions,medium,hard
231,Student_231,85,25,0.29,"{'Java Basics': 0.22, 'Java OOP': 0.32, 'Java Multithreading': 0.24, 'Java Exceptions': 0.55, 'Java Collections': 0.36}",Java Collections,easy,easy
232,Student_232,69,25,0.36,"{'Java Basics': 0.24, 'Java OOP': 0.81, 'Java Multithreading': 0.77, 'Java Exceptions': 0.52, 'Java Collections': 0.79}",Java OOP,easy,easy
233,Student_233,20,10,0.5,"{'Java Basics': 0.81, 'Java OOP': 0.59, 'Java Multithreading': 0.63, 'Java Exceptions': 0.48, 'Java Collections': 0.78}",Java Collections,easy,medium
234,Student_234,74,38,0.51,"{'Java Basics': 0.3, 'Java OOP': 0.36, 'Java Multithreading': 0.7, 'Java Exceptions': 0.73, 'Java Collections': 0.3}",Java Collections,easy,medium
235,Student_235,34,28,0.82,"{'Java Basics': 0.57, 'Java OOP': 0.7, 'Java Multithreading': 0.42, 'Java Exceptions': 0.85, 'Java Collections': 0.56}",Java Exceptions,medium,hard
236,Student_236,32,26,0.81,"{'Java Basics': 0.83, 'Java OOP': 0.72, 'Java Multithreading': 0.45, 'Java Exceptions': 0.67, 'Java Collections': 0.72}",Java Basics,medium,hard
237,Student_237,65,61,0.94,"{'Java Basics': 0.72, 'Java OOP': 0.41, 'Java Multithreading': 0.4, 'Java Exceptions': 0.2, 'Java Collections': 0.61}",Java Exceptions,medium,hard
238,Student_238,29,23,0.79,"{'Java Basics': 0.3, 'Java OOP': 0.47, 'Java Multithreading': 0.8, 'Java Exceptions': 0.51, 'Java Collections': 0.63}",Java Exceptions,medium,hard
239,Student_239,100,88,0.88,"{'Java Basics': 0.66, 'Java OOP': 0.49, 'Java Multithreading': 0.22, 'Java Exceptions': 0.37, 'Java Collections': 0.62}",Java Collections,medium,hard
240,Student_240,44,5,0.11,"{'Java Basics': 0.75, 'Java OOP': 0.59, 'Java Multithreading': 0.23, 'Java Exceptions': 0.56, 'Java Collections': 0.44}",Java Collections,easy,easy
241,Student_241,68,44,0.65,"{'Java Basics': 0.29, 'Java OOP': 0.86, 'Java Multithreading': 0.66, 'Java Exceptions': 0.3, 'Java Collections': 0.39}",Java Basics,easy,medium
242,Student_242,88,60,0.68,"{'Java Basics': 0.72, 'Java OOP': 0.76, 'Java Multithreading': 0.82, 'Java Exceptions': 0.42, 'Java Collections': 0.77}",Java Collections,easy,medium
243,Student_243,21,21,1.0,"{'Java Basics': 0.46, 'Java OOP': 0.73, 'Java Multithreading': 0.75, 'Java Exceptions': 0.32, 'Java Collections': 0.31}",Java OOP,medium,hard
244,Student_244,36,35,0.97,"{'Java Basics': 0.4, 'Java OOP': 0.51, 'Java Multithreading': 0.67, 'Java Exceptions': 0.87, 'Java Collections': 0.37}",Java Collections,medium,hard
245,Student_245,62,40,0.65,"{'Java Basics': 0.48, 'Java OOP': 0.82, 'Java Multithreading': 0.65, 'Java Exceptions': 0.35, 'Java Collections': 0.62}",Java Exceptions,easy,medium
246,Student_246,21,10,0.48,"{'Java Basics': 0.9, 'Java OOP': 0.45, 'Java Multithreading': 0.49, 'Java Exceptions': 0.41, 'Java Collections': 0.82}",Java Basics,easy,medium
247,Student_247,89,57,0.64,"{'Java Basics': 0.68, 'Java OOP': 0.46, 'Java Multithreading': 0.21, 'Java Exceptions': 0.6, 'Java Collections': 0.76}",Java Exceptions,easy,medium
248,Student_248,100,77,0.77,"{'Java Basics': 0.28, 'Java OOP': 0.32, 'Java Multithreading': 0.4, 'Java Exceptions': 0.53, 'Java Collections': 0.74}",Java Exceptions,medium,hard
249,Student_249,73,36,0.49,"{'Java Basics': 0.9, 'Java OOP': 0.86, 'Java Multithreading': 0.41, 'Java Exceptions': 0.3, 'Java Collections': 0.87}",Java Collections,easy,medium
250,Student_250,44,8,0.18,"{'Java Basics': 0.71, 'Java OOP': 0.73, 'Java Multithreading': 0.6, 'Java Exceptions': 0.45, 'Java Collections': 0.35}",Java Collections,easy,easy
251,Student_251,51,9,0.18,"{'Java Basics': 0.86, 'Java OOP': 0.23, 'Java Multithreading': 0.81, 'Java Exceptions': 0.38, 'Java Collections': 0.39}",Java Basics,easy,easy
252,Student_252,39,37,0.95,"{'Java Basics': 0.51, 'Java OOP': 0.76, 'Java Multithreading': 0.87, 'Java Exceptions': 0.47, 'Java Collections': 0.25}",Java Exceptions,medium,hard
253,Student_253,98,38,0.39,"{'Java Basics': 0.2, 'Java OOP': 0.27, 'Java Multithreading': 0.51, 'Java Exceptions': 0.47, 'Java Collections': 0.64}",Java OOP,easy,easy
254,Student_254,90,83,0.92,"{'Java Basics': 0.4, 'Java OOP': 0.36, 'Java Multithreading': 0.23, 'Java Exceptions': 0.66, 'Java Collections': 0.32}",Java OOP,medium,hard
255,Student_255,38,22,0.58,"{'Java Basics': 0.33, 'Java OOP': 0.77, 'Java Multithreading': 0.84, 'Java Exceptions': 0.41, 'Java Collections': 0.68}",Java Collections,easy,medium
256,Student_256,75,55,0.73,"{'Java Basics': 0.47, 'Java OOP': 0.73, 'Java Multithreading': 0.82, 'Java Exceptions': 0.63, 'Java Collections': 0.31}",Java OOP,medium,hard
257,Student_257,21,13,0.62,"{'Java Basics': 0.57, 'Java OOP': 0.82, 'Java Multithreading': 0.4, 'Java Exceptions': 0.36, 'Java Collections': 0.3}",Java Basics,easy,medium
258,Student_258,81,47,0.58,"{'Java Basics': 0.43, 'Java OOP': 0.81, 'Java Multithreading': 0.75, 'Java Exceptions': 0.62, 'Java Collections': 0.29}",Java Collections,easy,medium
259,Student_259,24,8,0.33,"{'Java Basics': 0.5, 'Java OOP': 0.25, 'Java Multithreading': 0.54, 'Java Exceptions': 0.28, 'Java Collections': 0.36}",Java Basics,easy,easy
260,Student_260,77,63,0.82,"{'Java Basics': 0.33, 'Java OOP': 0.37, 'Java Multithreading': 0.23, 'Java Exceptions': 0.76, 'Java Collections': 0.85}",Java Exceptions,medium,hard
261,Student_261,29,29,1.0,"{'Java Basics': 0.85, 'Java OOP': 0.3, 'Java Multithreading': 0.35, 'Java Exceptions': 0.34, 'Java Collections': 0.71}",Java OOP,medium,hard
262,Student_262,86,80,0.93,"{'Java Basics': 0.79, 'Java OOP': 0.62, 'Java Multithreading': 0.53, 'Java Exceptions': 0.61, 'Java Collections': 0.52}",Java OOP,medium,hard
263,Student_263,74,15,0.2,"{'Java Basics': 0.44, 'Java OOP': 0.61, 'Java Multithreading': 0.85, 'Java Exceptions': 0.43, 'Java Collections': 0.57}",Java Multithreading,easy,easy
264,Student_264,89,23,0.26,"{'Java Basics': 0.37, 'Java OOP': 0.41, 'Java Multithreading': 0.4, 'Java Exceptions': 0.7, 'Java Collections': 0.74}",Java Exceptions,easy,easy
265,Student_265,33,5,0.15,"{'Java Basics': 0.8, 'Java OOP': 0.29, 'Java Multithreading': 0.45, 'Java Exceptions': 0.25, 'Java Collections': 0.39}",Java Basics,easy,easy
266,Student_266,31,21,0.68,"{'Java Basics': 0.55, 'Java OOP': 0.27, 'Java Multithreading': 0.83, 'Java Exceptions': 0.48, 'Java Collections': 0.81}",Java OOP,easy,medium
267,Student_267,99,73,0.74,"{'Java Basics': 0.4, 'Java OOP': 0.62, 'Java Multithreading': 0.2, 'Java Exceptions': 0.52, 'Java Collections': 0.61}",Java Multithreading,medium,hard
268,Student_268,65,5,0.08,"{'Java Basics': 0.84, 'Java OOP': 0.49, 'Java Multithreading': 0.59, 'Java Exceptions': 0.71, 'Java Collections': 0.53}",Java OOP,easy,easy
269,Student_269,61,59,0.97,"{'Java Basics': 0.82, 'Java OOP': 0.58, 'Java Multithreading': 0.79, 'Java Exceptions': 0.59, 'Java Collections': 0.88}",Java Exceptions,medium,hard
270,Student_270,58,42,0.72,"{'Java Basics': 0.75, 'Java OOP': 0.35, 'Java Multithreading': 0.35, 'Java Exceptions': 0.53, 'Java Collections': 0.64}",Java Collections,medium,hard
271,Student_271,33,5,0.15,"{'Java Basics': 0.62, 'Java OOP': 0.5, 'Java Multithreading': 0.38, 'Java Exceptions': 0.82, 'Java Collections': 0.39}",Java Exceptions,easy,easy
272,Student_272,63,43,0.68,"{'Java Basics': 0.39, 'Java OOP': 0.75, 'Java Multithreading': 0.41, 'Java Exceptions': 0.68, 'Java Collections': 0.48}",Java Exceptions,easy,medium
273,Student_273,87,34,0.39,"{'Java Basics': 0.4, 'Java OOP': 0.21, 'Java Multithreading': 0.25, 'Java Exceptions': 0.65, 'Java Collections': 0.86}",Java Collections,easy,easy
274,Student_274,79,49,0.62,"{'Java Basics': 0.28, 'Java OOP': 0.82, 'Java Multithreading': 0.29, 'Java Exceptions': 0.87, 'Java Collections': 0.3}",Java Basics,easy,medium
275,Student_275,30,9,0.3,"{'Java Basics': 0.32, 'Java OOP': 0.85, 'Java Multithreading': 0.35, 'Java Exceptions': 0.82, 'Java Collections': 0.75}",Java Exceptions,easy,easy
276,Student_276,38,38,1.0,"{'Java Basics': 0.74, 'Java OOP': 0.21, 'Java Multithreading': 0.23, 'Java Exceptions': 0.36, 'Java Collections': 0.61}",Java OOP,medium,hard
277,Student_277,25,24,0.96,"{'Java Basics': 0.26, 'Java OOP': 0.61, 'Java Multithreading': 0.58, 'Java Exceptions': 0.9, 'Java Collections': 0.67}",Java Basics,medium,hard
278,Student_278,78,7,0.09,"{'Java Basics': 0.69, 'Java OOP': 0.53, 'Java Multithreading': 0.51, 'Java Exceptions': 0.31, 'Java Collections': 0.76}",Java OOP,easy,easy
279,Student_279,64,51,0.8,"{'Java Basics': 0.82, 'Java OOP': 0.49, 'Java Multithreading': 0.43, 'Java Exceptions': 0.66, 'Java Collections': 0.28}",Java Collections,medium,hard
280,Student_280,36,32,0.89,"{'Java Basics': 0.6, 'Java OOP': 0.47, 'Java Multithreading': 0.64, 'Java Exceptions': 0.69, 'Java Collections': 0.86}",Java OOP,medium,hard
281,Student_281,44,8,0.18,"{'Java Basics': 0.21, 'Java OOP': 0.6, 'Java Multithreading': 0.43, 'Java Exceptions': 0.89, 'Java Collections': 0.86}",Java Collections,easy,easy
